DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
19-05-15,75.9,76.85,74.6,75.85,1198237,5405
18-05-15,72.95,75.35,72.7,75.2,365419,1845
15-05-15,74,74.25,72.65,72.95,251245,1323
14-05-15,73,74,72.75,73.45,288471,1462
13-05-15,72,73.6,71.4,73.1,589333,2738
12-05-15,74.3,74.4,71.25,71.5,407527,2357
11-05-15,74,74.65,73.55,74.2,266618,1401
08-05-15,72.85,74.1,72.65,73.15,321144,5125
07-05-15,73.45,73.5,70.55,71.65,602045,7337
06-05-15,76.15,76.15,73.2,73.35,576802,7429
05-05-15,77.7,77.7,76,76.2,359970,4441
04-05-15,77.5,77.5,76.25,77.2,277447,3504
30-04-15,77.4,77.55,74.65,75.85,464134,4422
29-04-15,77.95,78.1,77.1,77.35,151733,1647
28-04-15,77.95,78.5,76.7,77.8,218500,2245
27-04-15,77.95,79.05,77.35,77.5,210379,2182
24-04-15,79.15,79.2,77.6,77.95,183916,2003
23-04-15,79.3,80.3,78.4,79,309690,3228
22-04-15,77.55,79.3,76.7,78.75,327975,2966
21-04-15,79.05,79.4,77.3,77.5,1210321,4920
20-04-15,80.95,81,78.45,78.7,5878743,2715
17-04-15,80,81.4,79.4,80.35,258035,2540
16-04-15,81.35,81.4,79.4,80.15,189884,2290
15-04-15,81,82.15,80.05,80.85,433177,5035
13-04-15,79,80.45,79,79.9,418984,16376
10-04-15,78.4,79.5,78,78.9,277841,3169
09-04-15,77.9,78.5,77.4,78.25,169061,2037
08-04-15,78.6,78.9,77.3,77.55,289599,2842
07-04-15,77.9,78.65,77.1,78.3,315825,2971
06-04-15,78,78.2,76.15,77.05,266416,2988
01-04-15,78,78,76.75,77.55,463872,3445
31-03-15,75,77.45,75,77.1,473323,4769
30-03-15,75.6,75.95,73.6,74.55,482763,6467
27-03-15,77,77,74.1,75.1,381294,4090
26-03-15,77.4,78.15,76,76.3,432432,3685
25-03-15,78.5,78.75,77.05,77.2,251504,2590
24-03-15,78.95,79.45,78.25,78.45,240931,2617
23-03-15,79,79.5,78.35,78.8,235292,2751
20-03-15,79.8,80.35,78.65,78.9,280262,3243
19-03-15,80.4,81.7,79.2,79.55,242157,2932
18-03-15,80,82.05,79,80.5,418103,4923
17-03-15,81.9,81.9,80,80.45,383457,3207
16-03-15,80.7,81.4,79.5,80.95,315558,3079
13-03-15,82.2,82.9,79.35,79.7,417928,5523
12-03-15,82.2,82.4,81.3,81.5,305262,2729
11-03-15,81,82.1,80.7,80.9,305844,3003
10-03-15,84,84,80.9,81.15,409918,6856
09-03-15,84.85,84.85,82,82.25,344824,3316
05-03-15,84.7,85.85,84,85.25,320967,3194
04-03-15,88,88.35,83.8,84.35,474109,4152
03-03-15,86.6,87.8,85.5,87.15,518153,4428
02-03-15,85.5,87.4,85.1,86,494108,3880
28-02-15,89.6,89.65,84.7,86.95,1009221,8920
27-02-15,85,87.8,84.55,87.3,837155,10010
26-02-15,82.7,83.7,81.2,82.8,436774,3829
25-02-15,85.95,85.95,82.6,83,364717,3212
24-02-15,85,86.05,83.3,84.55,432417,3183
23-02-15,86.7,87.8,84.55,85.05,484696,4370
20-02-15,88.3,88.45,85.55,85.95,515390,4135
19-02-15,87,88.8,83.6,88.3,801853,6688
18-02-15,84.55,86.75,84.1,86.1,618743,4967
16-02-15,84.6,84.9,83.55,84,486174,3142
13-02-15,84.6,84.6,83.15,84.3,387017,3746
12-02-15,82.2,84.1,81.95,83.7,395581,4354
11-02-15,81.9,82.65,81.5,82.1,381549,3455
10-02-15,79,82.15,78,81.35,829572,7136
09-02-15,80.95,80.95,78.5,80,1133522,7146
06-02-15,84.1,84.4,80.7,82,786152,7994
05-02-15,91.25,91.3,82.55,83.45,1258612,12695
04-02-15,89,91.9,87.8,90.2,1614254,15877
03-02-15,91.7,91.75,86.95,87.3,563890,5011
02-02-15,91.1,92.4,89.3,91.05,643394,6047
30-01-15,88.45,91.5,87.85,90.55,693426,6080
29-01-15,87.75,88.45,86.65,88,420924,3989
28-01-15,89.4,90.15,87.3,87.75,489107,4955
27-01-15,89,91.3,88.25,89.2,894032,7802
23-01-15,83.45,90.65,82.7,88.8,1349564,11964
22-01-15,83.3,83.75,82.65,83.1,202093,1989
21-01-15,82,83.4,81.5,83.2,310220,3166
20-01-15,83,83.65,81.55,82.05,156638,2038
19-01-15,82.65,83.6,82.5,82.8,223086,2258
16-01-15,81.2,82.6,81.1,82.45,252917,2776
15-01-15,79.35,82.25,79.35,81.6,514587,5079
14-01-15,79,79.4,78.25,78.8,169680,2213
13-01-15,80.5,80.5,78.85,79.15,179604,2989
12-01-15,79.45,80.5,79.2,80.25,153187,1851
09-01-15,80.4,81,79,79.8,218873,2438
08-01-15,79,80.35,79,79.95,193075,2459
07-01-15,79.05,80.2,78.2,78.45,366086,4114
06-01-15,82.2,82.3,79.55,79.75,771722,8671
05-01-15,84,84.8,82.8,83,418334,3596
02-01-15,81.8,83.7,81.8,83.35,280751,2338
01-01-15,81.85,82.6,81.85,82.15,188996,1536
31-12-14,81.4,82.45,81.4,82.15,184326,2137
30-12-14,81.1,81.85,81.1,81.45,124202,1415
29-12-14,81.2,82.65,81.1,81.4,298581,2521
26-12-14,81.4,82,80.45,81.2,262946,2476
24-12-14,80.8,82.15,80.7,81.3,299818,2835
23-12-14,83.8,84.35,81.2,81.45,479651,3554
22-12-14,84,84.45,83.4,84.05,251164,2536
19-12-14,82.3,83.9,81.05,83.4,523733,5158
18-12-14,79.65,82,79.65,81.55,375529,4462
17-12-14,80.05,80.9,76.8,78.65,816658,8027
16-12-14,83.45,84.15,79.55,80.05,600371,5927
15-12-14,83.65,85.45,83.6,83.9,293841,3530
12-12-14,85.3,86.15,83.75,84.2,403072,4248
11-12-14,86.55,87.2,84.5,84.75,472789,4028
10-12-14,84.5,89.5,84.5,87,325993,3404
09-12-14,88.55,89.15,84.45,85.4,502273,6296
08-12-14,88.4,91.1,88.4,89.15,258372,2736
05-12-14,89.7,90.6,88.75,89.25,238190,2436
04-12-14,90.7,91.2,88.95,89.25,448694,4574
03-12-14,90.4,91.35,90.1,90.55,254745,2364
02-12-14,90.35,91.55,90.05,90.7,204425,2009
01-12-14,92.9,93.15,90,90.45,174794,2335
28-11-14,92.6,93.65,92.1,93,448242,3937
27-11-14,91.5,92.9,90.5,92.45,395315,3689
26-11-14,89.95,91.85,88.5,90.65,406660,4111
25-11-14,92,92.4,88.7,90.15,450541,4545
24-11-14,88.2,92,88.15,91.75,736311,5442
21-11-14,88.65,89.95,87.8,88.1,207846,2182
20-11-14,89,89.9,87.25,89.4,287026,2783
19-11-14,89.3,90.6,88.3,88.5,300322,3305
18-11-14,88.45,89.85,88.35,88.85,314860,3139
17-11-14,88.7,89.5,87.7,88.45,360762,3210
14-11-14,86.9,89.55,85.5,88.85,757958,7584
13-11-14,91,92,88.25,88.75,413814,4754
12-11-14,93.9,94.1,90.6,91,382549,3734
11-11-14,93,93.8,92.5,93.3,217511,2611
10-11-14,91.3,93.4,90.9,93.15,316256,2716
07-11-14,91.8,92.4,90.65,91.3,222951,2379
05-11-14,94,94.9,90.7,92.05,809318,6187
03-11-14,94,94.6,92.8,93.4,436138,4099
31-10-14,91,94.3,90.55,93.75,843194,7501
30-10-14,90.8,90.95,89.75,90.7,281868,2589
29-10-14,91.5,91.6,89.7,90.85,1314846,5759
28-10-14,88.5,91,87.9,90.8,559782,4692
27-10-14,88.5,89.25,87.4,88.6,598717,3614
23-10-14,88.4,88.6,87.8,88.05,123457,1796
22-10-14,88.6,88.85,87.1,87.75,207974,2088
21-10-14,87.65,88.5,87.5,87.85,329054,3775
20-10-14,86.15,87.3,85.65,86.8,334460,2543
17-10-14,83.5,86.7,82.65,85.5,592161,5767
16-10-14,86.5,86.5,83.2,83.85,515581,3733
14-10-14,85.9,87.4,85.05,86.7,464675,4740
13-10-14,82,85.35,81.65,85.1,399159,3580
10-10-14,84.3,84.3,82.25,82.7,186753,2541
09-10-14,82.95,84.65,82.75,84.45,297653,3098
08-10-14,81,82.6,81,82.35,617705,3803
07-10-14,80.75,81.65,79.8,81.15,1681584,4514
01-10-14,83.25,83.25,80.4,80.95,572466,5331
30-09-14,84.2,85,82.65,83,373927,3632
29-09-14,84.95,84.95,83,83.7,460839,3961
26-09-14,83,84.5,82,84.3,467240,4490
25-09-14,84.6,85.55,83.1,83.5,485906,4174
24-09-14,85.5,87,82.15,85.25,1057142,10469
23-09-14,87.6,87.6,84.7,84.95,406437,4050
22-09-14,87.7,87.75,86.65,87.05,247458,2389
19-09-14,90,90,87.7,87.95,555439,5944
18-09-14,85.5,88.55,84.65,88,424839,4749
17-09-14,84.8,85.8,84.15,85.55,544441,6855
16-09-14,88.4,89.4,82.8,83.7,911246,8227
15-09-14,89.2,89.8,88.05,88.9,393512,5271
12-09-14,91,91.15,89.2,89.4,420601,3964
11-09-14,90.6,91.35,89.4,90.9,441890,7109
10-09-14,88.3,90.8,88,89.9,497172,5137
09-09-14,88.55,89.2,87.8,88.5,981813,5322
08-09-14,88.5,89.5,87.35,87.95,432942,4869
05-09-14,89,89.7,87.8,88.25,355185,3859
04-09-14,90,90,87.7,89.3,315240,3581
03-09-14,90.1,90.65,89.1,90.05,628353,6061
02-09-14,91,91.2,88.85,89.1,481105,4578
01-09-14,87.95,90.3,87,90.05,435331,4342
28-08-14,88.5,89.05,86.6,86.9,429922,4513
27-08-14,88,89.5,87.8,88.65,398254,4259
26-08-14,88,88.25,86.25,87.85,802926,8759
25-08-14,93.75,94.2,90,90.35,627957,5404
22-08-14,93.8,94.6,93.15,93.55,393880,3856
21-08-14,94.6,95.3,93,93.3,504623,4846
20-08-14,93.1,94.95,92.3,94.35,684636,7676
19-08-14,92.75,93.45,92.25,92.75,403614,4447
18-08-14,91.9,94.6,91.35,92,801462,7798
14-08-14,89,91.05,88.15,90.7,720909,7165
13-08-14,88.75,90.7,87.45,88.6,692353,7747
12-08-14,91.7,93.45,89.55,91,798445,9574
11-08-14,92.3,92.5,90.1,90.75,458342,5332
08-08-14,94,94,91.1,91.45,506038,5876
07-08-14,96,96.4,94.8,95.05,238603,2910
06-08-14,96.85,97.95,95.5,95.75,530791,5672
05-08-14,96.65,97.15,95.45,96.65,394471,4365
04-08-14,95.3,96.9,94.2,96.15,617291,5750
01-08-14,97.35,97.4,94.5,94.95,814929,8597
31-07-14,100,100,97.2,97.95,876754,8243
30-07-14,101.2,101.8,98.3,99.6,398855,5262
28-07-14,101,102,100.3,101.15,288264,3741
25-07-14,103.5,103.95,100.05,100.85,370664,4529
24-07-14,103.1,104.4,102.65,103.45,298901,3461
23-07-14,104.6,104.9,102.45,103.05,421383,4542
22-07-14,104.45,105.6,103.45,104.35,497321,4965
21-07-14,106,106.8,103.6,103.9,531662,5316
18-07-14,107.95,108.1,104.8,105.75,672196,7199
17-07-14,105.2,109.55,104.2,108.55,1012294,9125
16-07-14,105.05,105.5,103.6,104.85,409687,3491
15-07-14,105,105.85,102.9,104.45,383730,5665
14-07-14,102.35,105.5,102.2,104.7,591270,6757
11-07-14,107,107.85,101.3,101.85,1215045,12444
10-07-14,105,108.7,99.35,105.65,1759089,16663
09-07-14,105.9,106,100.15,102.85,1016147,11563
08-07-14,111.85,112.1,104.3,105.45,1098207,10427
07-07-14,110,111.45,109.5,111.05,1157741,11686
04-07-14,107.3,108.2,104.55,107.2,705501,5690
03-07-14,109.5,109.5,106.25,106.9,153656,1698
02-07-14,109,109.8,108.4,108.95,769864,6863
01-07-14,107.25,109,107.25,108.1,1012549,7135
30-06-14,104.7,108.4,104.45,107.75,854952,7948
27-06-14,104,104.55,102.6,103.8,524902,3919
26-06-14,105,105.75,103,103.45,544160,4747
25-06-14,104,105.2,103.6,104.7,382133,4398
24-06-14,102.7,105.15,102,103.7,642212,6322
23-06-14,102.5,102.9,100.65,101.6,608068,5442
20-06-14,102,103.65,100.8,101.35,729144,7772
19-06-14,105.6,106.9,103.55,104.2,447436,4965
18-06-14,107,108.2,103.5,105.05,757432,8083
17-06-14,106.2,107,103.3,106.5,881932,7333
16-06-14,103.05,106.4,98.65,105.35,1066856,10779
13-06-14,107.2,108.8,102.2,103.6,919119,9103
12-06-14,107.6,109.1,105.1,106.9,970392,8342
11-06-14,113.05,113.05,106.15,106.9,1894627,13390
10-06-14,114.7,115,109,112.5,1418973,12322
09-06-14,112.5,115.25,112.1,113.7,1631447,15136
06-06-14,111.8,112.35,108.7,110.8,2135503,16051
05-06-14,105.5,110.8,103.2,109.7,2371850,18840
04-06-14,106,107.1,104.5,105.85,1198118,9878
03-06-14,106.5,106.9,104.35,105.7,1225219,10361
02-06-14,105,106.55,102.85,105.95,962982,10501
30-05-14,100.6,104.9,100.1,103.85,914790,9660
29-05-14,104.35,104.65,100.5,101.2,1120168,11928
28-05-14,98.5,103.5,96.75,102.3,1375138,14260
27-05-14,102.1,103.95,96.6,98.65,1218106,13075
26-05-14,108.2,109.45,95.75,101.4,2643936,23761
23-05-14,101.35,106.7,100.15,105.75,7447742,45468
22-05-14,97.8,100.9,96.4,99.45,1257615,10772
21-05-14,98,98.8,95.1,96.3,1008885,8713
20-05-14,99.7,100.65,96.4,97.5,1347290,11092
19-05-14,92,98.6,92,97.8,2008583,18499
16-05-14,90,92.95,88.35,90.6,2182402,20815
15-05-14,85.5,88.6,85.25,87.35,1370523,11811
14-05-14,85.8,85.8,83.9,84.75,457923,4507
13-05-14,82.5,86,82.5,84.55,1221424,10402
12-05-14,81,82,80.05,81.6,621296,6624
09-05-14,77,80.95,77,80.55,728990,6976
08-05-14,77.05,77.4,75.85,76.3,281735,3409
07-05-14,77.65,77.9,76.7,76.9,323102,3419
06-05-14,79,79.55,76.85,77.7,375910,3494
05-05-14,80,80.45,78.4,78.7,234060,2498
02-05-14,78.9,80.45,78.5,79.95,441534,5143
30-04-14,80.7,81.75,77.4,78.05,2221988,8002
29-04-14,83.4,83.6,80.3,80.9,406367,3817
28-04-14,80.15,84.1,80.15,83.1,782815,2247
25-04-14,84,84.6,82.6,82.9,346017,3067
23-04-14,84,85,83.15,83.75,319748,3005
22-04-14,84.05,85,82.25,83.8,746880,4716
21-04-14,83.5,85.25,83.2,83.45,374553,2807
17-04-14,82,84.1,81.55,83.7,424811,3967
16-04-14,84.5,86,81.1,81.55,514813,4907
15-04-14,87,87,84,84.6,489096,4313
11-04-14,87.5,87.65,85.8,86.25,759181,5825
10-04-14,84.25,87.85,83.9,87.25,1240037,10979
09-04-14,83.25,84.4,82.65,83.8,455801,4198
07-04-14,84.6,85,82.15,82.95,433081,2717
04-04-14,83.75,84.6,83.1,83.35,564975,4056
03-04-14,85.2,85.6,83,84.3,524817,3152
02-04-14,85,85.65,83.5,84.9,1235186,3802
01-04-14,85,85.4,83.3,84.1,457207,2933
31-03-14,87,87.85,84.25,84.8,698190,3967
28-03-14,82.2,86.85,82.2,86.4,1165647,6824
27-03-14,82,82.9,80.6,82.65,694785,3219
26-03-14,81.95,82.8,80.95,81.6,507119,3304
25-03-14,80.9,81.55,80.2,81.35,480834,2760
24-03-14,80.45,81.15,79.65,80.35,421474,3857
22-03-14,80,80,79,79.3,79691,448
21-03-14,78,80,78,79.7,481510,2755
20-03-14,79.3,79.65,77.8,78.05,441784,3275
19-03-14,81.7,82.85,79.2,79.45,620187,4429
18-03-14,80.1,82.32,79.9,80.97,939159,5742
14-03-14,79.61,81.83,79.61,80.24,567703,4273
13-03-14,80.1,82.61,79.37,80.24,846220,6898
12-03-14,79.57,80.68,78.75,80.34,787557,4603
11-03-14,77.25,80.29,77.25,79.32,1279185,9807
10-03-14,76.62,77.49,75.08,76.19,499821,3481
07-03-14,76.24,77.11,75.27,76.38,540768,3833
06-03-14,75.27,76.19,75.03,75.75,1117580,3786
05-03-14,77.78,77.83,74.45,74.74,542212,3482
04-03-14,75.51,77.78,75.27,77.25,407332,3444
03-03-14,76.14,76.96,75.03,75.46,316561,2552
28-02-14,76.86,77.73,75.46,76.09,447982,2877
26-02-14,78.6,79.04,76.24,76.67,433701,2663
25-02-14,80.48,80.53,77.54,78.12,484045,2956
24-02-14,80.1,81.54,78.75,79.76,1834046,9717
21-02-14,76.24,77.11,75.42,75.95,456850,4004
20-02-14,74.69,77.01,73.44,75.66,497471,3713
19-02-14,76.53,76.72,74.55,74.98,307305,2387
18-02-14,74.98,76.91,73.39,76.53,616825,4785
17-02-14,71.8,74.93,71.8,74.69,541050,6396
14-02-14,71.27,71.7,70.45,71.27,171462,1241
13-02-14,72.86,72.96,70.49,70.59,170722,1336
12-02-14,73.15,74.07,72.14,72.57,161868,1118
11-02-14,72.76,73.82,72.38,73.2,161177,1643
10-02-14,72.38,73.29,71.94,72.76,134251,1212
07-02-14,73.82,73.97,71.17,72.38,814248,6322
06-02-14,71.12,73.1,70.83,72.62,539745,4041
05-02-14,70.4,70.93,69.63,70.35,145422,1371
04-02-14,69.67,70.93,69,70.16,248634,1851
03-02-14,72.81,73.92,70.01,70.16,426785,2934
31-01-14,69.53,71.85,69.34,71.36,284763,2310
30-01-14,69.87,69.92,68.95,69.48,278113,1798
29-01-14,71.36,71.56,70.25,70.45,208619,1315
28-01-14,70.06,71.65,69.34,70.74,363978,2640
27-01-14,72.38,72.38,69.77,70.06,385199,3642
24-01-14,74.16,74.45,72.71,73.1,290101,2154
23-01-14,74.07,74.93,74.07,74.26,212679,1614
22-01-14,74.16,74.79,73.44,74.16,289071,2060
21-01-14,75.27,75.32,74.07,74.26,375319,2483
20-01-14,75.51,75.95,74.5,74.89,243624,2078
17-01-14,75.46,77.11,75.32,75.66,332452,2957
16-01-14,75.95,76.38,75.27,75.42,179710,1383
15-01-14,75.08,76.24,75.08,75.75,215133,1607
14-01-14,75.66,75.95,75.03,75.37,286469,2221
13-01-14,77.2,78.36,75.27,76.04,426803,4632
10-01-14,78.46,78.65,76.72,77.59,329893,2957
09-01-14,78.26,79.37,77.44,78.31,482425,3688
08-01-14,77.25,78.65,76.72,78.17,564213,4938
07-01-14,79.08,79.66,76.53,76.77,900861,6071
06-01-14,81.01,81.21,78.31,79.04,968557,8012
03-01-14,83.96,83.96,78.75,81.11,1318156,12378
02-01-14,87.43,88.11,84,84.34,823000,4382
01-01-14,87.82,88.59,86.66,87.19,1035813,3302
31-12-13,85.6,88.78,85.6,88.15,550155,4496
30-12-13,85.89,86.76,85.4,85.74,265928,1777
27-12-13,87.24,87.58,85.98,86.47,333679,2514
26-12-13,83.33,87.09,82.99,86.56,1023086,6782
24-12-13,84.73,85.4,82.99,83.18,639385,3900
23-12-13,86.85,87.72,85.69,85.94,401363,2963
20-12-13,86.56,87.72,84.92,87.43,368913,2478
19-12-13,88.78,89.17,86.08,86.32,470981,2994
18-12-13,84.34,88.69,83.96,88.2,532591,3915
17-12-13,86.32,88.06,84.54,84.78,669147,4976
16-12-13,83.86,87.43,82.61,85.55,490918,3387
13-12-13,86.08,86.13,83.67,83.91,473839,3273
12-12-13,82.17,88.2,81.93,86.08,1414727,9419
11-12-13,83.96,84.87,82.7,82.9,281042,1634
10-12-13,85.98,86.61,83.52,84.63,371338,2822
09-12-13,86.95,89.22,85.31,85.94,726249,5461
06-12-13,80.77,85.98,80.58,85.02,1484386,12332
05-12-13,80.29,81.45,79.9,80.53,691036,5407
04-12-13,77.25,79.76,77.11,79.13,993558,5503
03-12-13,77.15,78.17,76.33,77.25,396773,2547
02-12-13,77.2,78.02,76.57,77.15,273318,2093
29-11-13,76.04,77.3,75.66,76.72,398505,2692
28-11-13,74.98,76.48,74.98,75.37,417811,3753
27-11-13,74.74,75.27,74.4,74.84,194093,1488
26-11-13,75.46,75.85,74.69,74.98,267366,2220
25-11-13,74.35,75.8,74.35,75.51,298961,1844
22-11-13,75.37,75.46,73.92,74.31,521196,3238
21-11-13,76.91,76.96,74.4,74.69,386513,2576
20-11-13,76.19,77.73,76.19,76.67,347346,2437
19-11-13,76.24,76.67,75.75,76.09,354098,2151
18-11-13,76.28,77.06,75.03,76.09,528064,3859
14-11-13,76.24,77.39,74.79,75.95,955254,6920
13-11-13,76.24,76.53,74.89,75.13,369188,2487
12-11-13,79.13,79.52,76.28,76.48,435004,4987
11-11-13,79.13,79.47,77.88,78.6,179105,1633
08-11-13,79.13,79.9,78.75,79.42,149634,1386
07-11-13,81.3,82.03,78.84,79.18,375799,2838
06-11-13,81.01,82.8,80.1,81.16,866100,5229
05-11-13,78.79,81.64,78.75,80.53,566992,4135
03-11-13,80.1,80.58,79.61,80.24,107870,1170
01-11-13,78.55,80.05,78.55,79.57,304861,2611
31-10-13,77.93,79.61,77.2,79.18,322973,2287
30-10-13,77.2,78.65,77.06,77.64,243937,1944
29-10-13,77.01,78.6,76.24,78.26,258830,2279
28-10-13,77.54,78.41,75.75,76.43,261273,2067
25-10-13,78.07,78.46,76.91,77.2,261324,2874
24-10-13,79.28,80.39,77.83,78.12,320236,2677
23-10-13,79.57,80.97,78.02,78.89,550394,6296
22-10-13,76.96,79.66,76.96,79.13,611436,4277
21-10-13,77.2,77.88,77.01,77.11,305100,2537
18-10-13,76.14,77.25,76.14,76.96,198950,2619
17-10-13,77.11,78.17,75.61,76,371060,2433
15-10-13,78.89,79.08,76.24,76.53,275192,2419
14-10-13,78.84,79.57,77.88,78.12,296458,2639
11-10-13,81.35,82.03,78.26,78.94,565693,4434
10-10-13,82.94,82.94,80.58,81.01,328756,2814
09-10-13,81.35,82.99,80.68,82.85,532553,5088
08-10-13,79.23,81.83,79.23,81.16,1439473,5447
07-10-13,77.93,79.13,76.67,78.89,301881,2376
04-10-13,78.75,78.79,76.48,78.12,307738,2717
03-10-13,75.75,78.6,75.51,78.31,372078,3221
01-10-13,78.75,78.75,74.89,75.27,418124,3524
30-09-13,78.89,78.89,77.35,78.26,195715,1443
27-09-13,79.23,80.58,78.65,78.79,305398,2384
26-09-13,78.6,80,77.93,79.47,312946,3803
25-09-13,79.71,79.81,77.73,78.41,506253,6958
24-09-13,76.38,78.26,75.66,78.02,300539,2598
23-09-13,78.31,80.97,76,76.38,468039,4222
20-09-13,81.74,82.03,76.53,79.28,699463,4585
19-09-13,76.96,80.68,76.04,80.1,805752,7636
18-09-13,73.25,75.66,73.15,75.22,336815,2935
17-09-13,73.34,74.21,72.18,72.96,276234,2412
16-09-13,76.28,77.39,73.05,73.63,444734,3328
13-09-13,74.26,76.14,74.26,75.51,646551,6069
12-09-13,72.62,76.24,72.38,73.87,1188470,9587
11-09-13,70.25,72.91,69.96,71.89,869537,6370
10-09-13,69.05,70.21,68.76,69.87,526331,4750
06-09-13,71.31,71.41,67.36,68.42,1071902,7844
05-09-13,71.41,72.28,69.96,70.25,499227,3526
04-09-13,69.87,71.22,68.66,70.45,302615,2259
03-09-13,71.56,72.86,68.95,69.53,527655,4510
02-09-13,74.31,74.4,71.46,71.85,499336,3410
30-08-13,74.21,74.89,70.45,73.15,318437,2595
29-08-13,74.79,75.27,73.49,74.26,598636,2999
28-08-13,71.41,75.27,70.3,74.31,564773,4547
27-08-13,74.93,76.04,71.41,71.94,755147,3830
26-08-13,76.24,78.89,74.21,75.03,578522,5166
23-08-13,73.29,75.8,71.46,75.32,544510,4597
22-08-13,71.41,73.25,70.59,72.33,279213,2556
21-08-13,71.94,73.82,70.01,71.12,659429,4142
20-08-13,72.38,73.34,70.54,71.03,402153,5161
19-08-13,72.09,73.25,70.74,72.42,443486,5583
16-08-13,75.75,75.75,69.96,70.69,383905,3450
14-08-13,74.07,75.61,71.41,75.13,466712,4002
13-08-13,72.71,74.21,71.94,73.63,207934,2255
12-08-13,74.79,75.27,72.09,72.52,423651,3515
08-08-13,73.92,75.61,72.38,74.98,561225,4328
07-08-13,68.42,75.18,66.2,74.26,1625918,13891
06-08-13,80.1,80.1,65.86,68.85,2624235,22017
05-08-13,82.03,82.03,78.99,80.77,280307,3634
02-08-13,84.73,84.73,80.58,81.4,148014,1259
01-08-13,85.79,85.98,83.72,84.73,121694,1150
31-07-13,83.04,85.65,82.65,84.87,170443,1771
30-07-13,85.11,85.45,82.51,83.04,81161,832
29-07-13,86.85,87.29,84.44,85.02,189754,1421
26-07-13,86.56,87.72,85.4,85.84,193519,1308
25-07-13,89.12,89.12,84.68,86.32,362719,2493
24-07-13,90.71,91.82,88.54,89.17,288071,2325
23-07-13,90.33,91.44,90.33,91,202881,1647
22-07-13,89.26,90.47,89.07,90.18,135272,1287
19-07-13,89.46,89.94,87.48,89.17,158198,1295
18-07-13,87.82,90.13,87.77,89.75,260239,2205
17-07-13,86.18,87.96,86.18,87.77,223274,2336
16-07-13,84.49,86.66,83.96,86.08,142926,1820
15-07-13,86.37,87.43,84.92,85.31,182362,1715
12-07-13,85.11,86.66,83.47,86.32,234918,1934
11-07-13,83.96,85.98,83.96,85.16,203903,1605
10-07-13,83.96,84.2,82.61,83.28,152261,1597
09-07-13,82.03,83.96,82.03,82.56,163954,1105
08-07-13,82.03,82.7,81.45,82.03,141819,1233
05-07-13,83.43,84.44,82.22,82.61,197809,1722
04-07-13,81.06,82.99,79.81,82.46,237468,2341
03-07-13,83.04,83.43,79.13,79.61,232440,2696
02-07-13,84.49,84.87,83.33,83.72,180282,1656
01-07-13,86.08,86.08,84.49,85.31,429746,4771
28-06-13,78.17,83.47,78.17,83.04,411089,3135
27-06-13,77.97,79.52,77.97,78.55,176044,1398
26-06-13,77.2,78.84,77.15,77.68,249989,1782
25-06-13,79.13,79.61,76.62,77.59,210876,1594
24-06-13,78.94,80,77.97,79.23,201052,1846
21-06-13,78.17,81.93,78.17,78.75,485803,4144
20-06-13,78.12,80,76.48,78.17,263202,2020
19-06-13,80.53,80.87,79.08,79.71,216861,1383
18-06-13,79.13,81.01,77.49,80.34,379969,2936
17-06-13,78.55,79.71,77.49,79.42,173644,1564
14-06-13,77.11,78.46,75.56,78.12,270472,1561
13-06-13,77.11,77.88,74.55,75.32,503158,2403
12-06-13,79.66,80.24,76.86,77.25,414940,2388
11-06-13,84.83,84.83,78.21,79.66,367863,2654
10-06-13,86.71,86.71,84.29,84.63,320312,1066
07-06-13,85.4,86.18,85.26,85.55,207340,1284
06-06-13,85.84,85.89,84.83,85.07,313035,1208
05-06-13,86.13,86.37,85.11,85.84,156887,973
04-06-13,85.16,86.56,84.73,85.94,167141,1475
03-06-13,86.37,86.47,84.63,85.11,172206,1112
31-05-13,87.62,88.69,85.69,86.13,233060,1808
30-05-13,87.04,88.15,86.47,87.14,307007,2057
29-05-13,87.62,87.82,86.47,86.85,234789,1084
28-05-13,88.54,88.69,87.48,87.77,203148,1406
27-05-13,88.3,88.93,87.33,88.44,243874,1237
24-05-13,85.89,88.49,84,88.2,380973,2375
23-05-13,87.82,87.82,84.58,85.02,408410,2491
22-05-13,89.8,89.94,87.33,87.58,447475,2492
21-05-13,90.42,91.29,89.26,89.51,315871,2097
20-05-13,90.9,91.44,90.04,90.28,223002,1513
17-05-13,89.94,90.9,89.94,90.62,196369,1276
16-05-13,91.48,91.48,89.75,89.89,304959,1898
15-05-13,90.71,91.48,90.42,90.76,226112,1776
14-05-13,89.8,91.05,88.78,90.62,266340,2531
13-05-13,91.15,91.24,89.51,89.8,208862,1410
11-05-13,90.81,91.29,90.81,90.95,30614,153
10-05-13,90.71,91.24,90.52,90.71,211221,1214
09-05-13,90.81,91.29,90.18,90.66,254437,1610
08-05-13,91.15,91.58,90.47,90.66,207595,1536
07-05-13,91.68,91.68,90.47,90.71,1118662,2409
06-05-13,90.71,91.19,89.84,90.76,198458,1376
03-05-13,91.1,91.63,90.28,90.47,234700,1686
02-05-13,91.29,92.06,90.71,91.1,250089,1396
30-04-13,92.35,92.64,90.42,91.48,202923,1431
29-04-13,91.68,92.64,91.48,91.97,192698,1212
26-04-13,91.63,92.64,91.24,91.58,300422,1324
